Concept ID,Concept Title,Primitive,Canonical Job,Domain,Customer,Confidence,Evidence,Value Pattern ID,Value Pattern,Pattern Mechanism,Opportunity Family ID,Opportunity Family,Family Rule Basis,Family Value Engine,Related Value Patterns,Review Flags
C-0626,Infrastructure Readiness Score,Verify,Verify quality,Infrastructure,Infrastructure planner,3,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Why-now missing
C-0627,Continuity Markets,Coordinate,Coordinate work,Physical Operations,Supply chain manager,2,Pattern Evidence,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0628,Strategic Simulation Studio,Simulate,Test scenarios,Operations,Operations executive,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0629,Trust Infrastructure,Verify,Verify quality,Infrastructure,Infrastructure planner,2,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Why-now missing
C-0630,National Resilience Index,Adapt,Adapt continuously,Infrastructure,Utility planner,4,Secondary Research,VP-009,Adaptive Control,Preserves performance by continuously re-tuning decisions and structures instead of letting them drift out of date.,OF-003,Trust and Adaptive Governance,Value Pattern VP-009 Adaptive Control -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Why-now missing
C-0631,Orbital Logistics Layer,Optimize,Improve execution,Physical Operations,Supply chain manager,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Primitive ambiguity; Why-now missing
C-0632,Space Asset Exchange,Match,Match resources,Operations,Operations executive,2,Intuition,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0633,Orbital Insurance Engine,Coordinate,Coordinate work,Operations,Operations executive,2,Pattern Evidence,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0634,Lunar Supply Network,Match,Match resources,Infrastructure,Infrastructure planner,2,Intuition,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Why-now missing
C-0635,Planetary Digital Twin,Simulate,Test scenarios,Infrastructure,Infrastructure planner,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0636,Autonomous Mission Planner,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0637,Space Resource Registry,Remember,Preserve context,Legal,Legal operations leader,3,Intuition,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Why-now missing
C-0638,Space Manufacturing Scheduler,Coordinate,Coordinate work,Automation,Automation operations leader,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0639,Multi-Planet Compliance,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0640,Space Economy Ledger,Match,Match resources,Research,R&D leader,4,Secondary Research,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Primitive ambiguity; Why-now missing
C-0641,Prediction Corporations,Predict,Predict outcomes,Operations,Operations executive,3,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Broad initial wedge; Why-now missing
C-0642,Autonomous Capital Allocation,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0643,Experiment Stock Market,Discover,Find opportunities,Operations,Operations executive,3,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Broad initial wedge; Why-now missing
C-0644,Knowledge Derivatives,Remember,Preserve context,Operations,Operations executive,3,Intuition,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Broad initial wedge; Why-now missing
C-0645,Decision Exchanges,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0646,Trust Markets,Verify,Verify quality,Community,Community manager,3,Pattern Evidence,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Why-now missing
C-0647,Opportunity Futures,Coordinate,Coordinate work,Public Sector,Public sector strategist,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0648,Compound Asset Funds,Compound,Compound gains,Operations,Operations executive,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0649,Economic Simulation Layer,Simulate,Test scenarios,Operations,Operations executive,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0650,Market Creation Engine,Predict,Predict outcomes,Operations,Operations executive,4,Pattern Evidence,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Broad initial wedge; Why-now missing
C-0651,Civilization Memory,Remember,Preserve context,Institutions,Individual professional,2,Pattern Evidence,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Broad initial wedge; Why-now missing
C-0652,Coordination Protocol,Optimize,Improve decisions,Operations,Operations executive,3,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Broad initial wedge; Why-now missing
C-0653,Reality Verification Layer,Discover,Find opportunities,Research,R&D leader,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Why-now missing
C-0654,Human Capability Index,Verify,Verify quality,Public Sector,Public sector strategist,3,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Broad initial wedge; Why-now missing
C-0655,Discovery Exchange,Discover,Find opportunities,Operations,Operations executive,2,Intuition,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Broad initial wedge; Why-now missing
C-0656,Collective Intelligence Engine,Optimize,Improve decisions,Operations,Operations executive,3,Pattern Evidence,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Broad initial wedge; Why-now missing
C-0657,Optionality Market,Coordinate,Coordinate work,Operations,Operations executive,2,Pattern Evidence,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0658,Civilization Simulator,Simulate,Test scenarios,Institutions,Public sector strategist,2,Intuition,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0659,Progress Index,Verify,Verify quality,Institutions,Public sector strategist,2,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Broad initial wedge; Why-now missing
C-0660,Possibility Infrastructure,Discover,Find opportunities,Institutions,Public sector strategist,4,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Broad initial wedge; Why-now missing
C-0661,Opportunity Operating System,Discover,Find opportunities,Talent,Learning and development leader,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Why-now missing
C-0662,Civilization Memory Network,Remember,Preserve context,Institutions,Community manager,2,Pattern Evidence,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Why-now missing
C-0663,Decision Capital,Optimize,Improve decisions,Operations,Operations executive,2,Pattern Evidence,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0664,Human Capability Engine,Verify,Verify quality,Talent,Learning and development leader,2,Pattern Evidence,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Why-now missing
C-0665,Organizational Evolution Layer,Compound,Compound gains,Operations,Operations executive,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Broad initial wedge; Why-now missing
C-0666,Reality Engine,Predict,Predict outcomes,Research,R&D leader,2,Pattern Evidence,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0667,Future Possibility Engine,Discover,Find opportunities,Public Sector,Public sector strategist,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0668,Adaptive Society Layer,Adapt,Adapt continuously,Institutions,Public sector strategist,2,Pattern Evidence,VP-009,Adaptive Control,Preserves performance by continuously re-tuning decisions and structures instead of letting them drift out of date.,OF-003,Trust and Adaptive Governance,Value Pattern VP-009 Adaptive Control -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Why-now missing
C-0669,Asset Evolution Engine,Compound,Compound gains,Public Sector,Public sector strategist,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0670,Trust Infrastructure,Verify,Verify quality,Operations,Operations executive,4,Secondary Research,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Broad initial wedge; Why-now missing
C-0671,Company MRI,Remember,Preserve context,Operations,Operations executive,2,Pattern Evidence,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Broad initial wedge; Why-now missing
C-0672,Civilization Apprenticeship,Discover,Find opportunities,Institutions,Individual professional,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Broad initial wedge; Why-now missing
C-0673,Opportunity Genome,Discover,Find opportunities,Public Sector,Public sector strategist,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Broad initial wedge; Why-now missing
C-0674,Compounding Company,Compound,Compound gains,Operations,Operations executive,2,Pattern Evidence,VP-007,Compounding Loops,Creates durable value through repeated-use reinforcement rather than one-time task completion.,OF-005,Capability Capital Platforms,Value Pattern VP-007 Compounding Loops -> Capability Capital Platforms,"Build durable leverage by ensuring each cycle leaves behind skills, assets, or operating capital that makes the next cycle stronger.","VP-007 Compounding Loops, VP-010 Assetization Engines",Low concept confidence; Broad initial wedge; Why-now missing
C-0675,Reality Capital,Predict,Predict outcomes,Public Sector,Public sector strategist,2,Pattern Evidence,VP-008,Pre-Commitment Foresight,Creates value by reducing the cost of uncertainty before irreversible action is taken.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-008 Pre-Commitment Foresight -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0676,Discovery Factory,Discover,Find opportunities,Operations,Operations executive,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Broad initial wedge; Why-now missing
C-0677,Human Leverage Engine,Optimize,Improve capability,Talent,Learning and development leader,2,Pattern Evidence,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Why-now missing
C-0678,Future Readiness Index,Verify,Verify quality,Public Sector,Public sector strategist,2,Intuition,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Broad initial wedge; Why-now missing
C-0679,Possibility Studio,Discover,Find opportunities,Physical Operations,Quality manager,2,Pattern Evidence,VP-006,Opportunity Surface Expansion,"Creates upside by expanding the set of credible opportunities a team can see, compare, or pursue.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-006 Opportunity Surface Expansion -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Why-now missing
C-0680,Adaptive Knowledge Layer,Adapt,Adapt continuously,Operations,Operations executive,3,Secondary Research,VP-009,Adaptive Control,Preserves performance by continuously re-tuning decisions and structures instead of letting them drift out of date.,OF-003,Trust and Adaptive Governance,Value Pattern VP-009 Adaptive Control -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Primitive ambiguity; Broad initial wedge; Why-now missing
C-0681,Capability Cloud,Verify,Verify quality,Operations,Operations executive,2,Pattern Evidence,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Broad initial wedge; Why-now missing
