failure_code,failure_name,assignment_role,failure_score,workflow_name,workflow_family,canonical_operating_system,industry_name,industry_rank_2025_gross_output,dominant_root_cause,systems_of_record_categories,workflow_document
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Project Delivery,Delivery and Service Execution,Professional Services and Matter Management,Computer systems design and related services,20,Organizational,CRM | HCM / Workforce Management | Professional Services Automation | Service Management,knowledge/research/workflow-library/workflows/project-delivery.md
SF-03,Decision Context Escapes the Record,Primary,13.0,Project Delivery,Delivery and Service Execution,Professional Services and Matter Management,"Miscellaneous professional, scientific, and technical services",4,Organizational,CRM | HCM / Workforce Management | Professional Services Automation | ERP,knowledge/research/workflow-library/workflows/project-delivery.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Project Delivery,Delivery and Service Execution,Professional Services and Matter Management,"Miscellaneous professional, scientific, and technical services",4,Organizational,CRM | HCM / Workforce Management | Professional Services Automation | ERP,knowledge/research/workflow-library/workflows/project-delivery.md
SF-04,Human Judgment Under Incomplete Information,Primary,21.5,Project Scheduling and Resource Planning,Planning and Allocation,Project Delivery and Contracting,Construction,3,Technical,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/project-scheduling-and-resource-planning.md
SF-06,Plan vs. Reality Divergence,Secondary,13.0,Project Scheduling and Resource Planning,Planning and Allocation,Project Delivery and Contracting,Construction,3,Technical,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/project-scheduling-and-resource-planning.md
SF-08,Multi-Party Trust and Dependency Gaps,Secondary,8.0,Project Scheduling and Resource Planning,Planning and Allocation,Project Delivery and Contracting,Construction,3,Technical,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/project-scheduling-and-resource-planning.md
SF-07,Compliance and Evidence Burden,Primary,23.5,Quality Inspection and Certification,"Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Primary metals,44,Regulatory,ERP | Industrial Automation and SCADA | Maintenance Management | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-inspection-and-certification.md
SF-04,Human Judgment Under Incomplete Information,Secondary,14.0,Quality Inspection and Certification,"Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Primary metals,44,Regulatory,ERP | Industrial Automation and SCADA | Maintenance Management | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-inspection-and-certification.md
SF-03,Decision Context Escapes the Record,Secondary,10.5,Quality Inspection and Certification,"Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Primary metals,44,Regulatory,ERP | Industrial Automation and SCADA | Maintenance Management | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-inspection-and-certification.md
SF-07,Compliance and Evidence Burden,Primary,23.5,Quality Inspection and Certification,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Regulatory,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-inspection-and-certification.md
SF-04,Human Judgment Under Incomplete Information,Secondary,14.0,Quality Inspection and Certification,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Regulatory,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-inspection-and-certification.md
SF-03,Decision Context Escapes the Record,Secondary,10.5,Quality Inspection and Certification,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Regulatory,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-inspection-and-certification.md
SF-07,Compliance and Evidence Burden,Primary,23.5,Quality and Compliance Management,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Plastics and rubber products,45,Regulatory,ERP | Manufacturing Execution System | PLM and Engineering Design | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-and-compliance-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,14.0,Quality and Compliance Management,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Plastics and rubber products,45,Regulatory,ERP | Manufacturing Execution System | PLM and Engineering Design | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-and-compliance-management.md
SF-03,Decision Context Escapes the Record,Secondary,10.5,Quality and Compliance Management,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Plastics and rubber products,45,Regulatory,ERP | Manufacturing Execution System | PLM and Engineering Design | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/quality-and-compliance-management.md
SF-06,Plan vs. Reality Divergence,Primary,16.5,Quality and Converting Management,Production and Asset Operations,Process Manufacturing and Throughput Control,Paper products,48,Legacy Architecture,ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning,knowledge/research/workflow-library/workflows/quality-and-converting-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,10.0,Quality and Converting Management,Production and Asset Operations,Process Manufacturing and Throughput Control,Paper products,48,Legacy Architecture,ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning,knowledge/research/workflow-library/workflows/quality-and-converting-management.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Quality and Converting Management,Production and Asset Operations,Process Manufacturing and Throughput Control,Paper products,48,Legacy Architecture,ERP | Industrial Automation and SCADA | Maintenance Management | Supply Chain Planning,knowledge/research/workflow-library/workflows/quality-and-converting-management.md
SF-07,Compliance and Evidence Burden,Primary,23.5,Quality and Traceability Management,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Regulatory,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/quality-and-traceability-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,14.0,Quality and Traceability Management,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Regulatory,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/quality-and-traceability-management.md
SF-03,Decision Context Escapes the Record,Secondary,10.5,Quality and Traceability Management,"Risk, Compliance, and Reporting",Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Regulatory,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/quality-and-traceability-management.md
SF-07,Compliance and Evidence Burden,Primary,23.5,"Quality, Safety, and Environmental Management","Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Chemical products,16,Regulatory,ERP | Industrial Automation and SCADA | Manufacturing Execution System | Maintenance Management,knowledge/research/workflow-library/workflows/quality-safety-and-environmental-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,14.0,"Quality, Safety, and Environmental Management","Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Chemical products,16,Regulatory,ERP | Industrial Automation and SCADA | Manufacturing Execution System | Maintenance Management,knowledge/research/workflow-library/workflows/quality-safety-and-environmental-management.md
SF-03,Decision Context Escapes the Record,Secondary,10.5,"Quality, Safety, and Environmental Management","Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Chemical products,16,Regulatory,ERP | Industrial Automation and SCADA | Manufacturing Execution System | Maintenance Management,knowledge/research/workflow-library/workflows/quality-safety-and-environmental-management.md
SF-03,Decision Context Escapes the Record,Primary,7.0,Recruiting and Work Assignment,Workforce and Labor Operations,Workforce Coordination and Service Operations,Administrative and support services,11,Behavioral,HCM / Workforce Management | CRM | Service Management | ERP,knowledge/research/workflow-library/workflows/recruiting-and-work-assignment.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Recruiting and Work Assignment,Workforce and Labor Operations,Workforce Coordination and Service Operations,Administrative and support services,11,Behavioral,HCM / Workforce Management | CRM | Service Management | ERP,knowledge/research/workflow-library/workflows/recruiting-and-work-assignment.md
SF-07,Compliance and Evidence Burden,Primary,23.5,Regulatory Labeling and Compliance,"Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Food and beverage and tobacco products,13,Regulatory,ERP | Supply Chain Planning | Manufacturing Execution System | Industrial Automation and SCADA,knowledge/research/workflow-library/workflows/regulatory-labeling-and-compliance.md
SF-04,Human Judgment Under Incomplete Information,Secondary,14.0,Regulatory Labeling and Compliance,"Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Food and beverage and tobacco products,13,Regulatory,ERP | Supply Chain Planning | Manufacturing Execution System | Industrial Automation and SCADA,knowledge/research/workflow-library/workflows/regulatory-labeling-and-compliance.md
SF-03,Decision Context Escapes the Record,Secondary,10.5,Regulatory Labeling and Compliance,"Risk, Compliance, and Reporting",Process Manufacturing and Throughput Control,Food and beverage and tobacco products,13,Regulatory,ERP | Supply Chain Planning | Manufacturing Execution System | Industrial Automation and SCADA,knowledge/research/workflow-library/workflows/regulatory-labeling-and-compliance.md
SF-07,Compliance and Evidence Burden,Primary,26.0,Regulatory and Reinsurance Reporting,"Risk, Compliance, and Reporting",Risk Underwriting and Claims Administration,Insurance carriers and related activities,8,Regulatory,Policy Administration | Claims Management | Underwriting and Rating | CRM,knowledge/research/workflow-library/workflows/regulatory-and-reinsurance-reporting.md
SF-03,Decision Context Escapes the Record,Secondary,12.0,Regulatory and Reinsurance Reporting,"Risk, Compliance, and Reporting",Risk Underwriting and Claims Administration,Insurance carriers and related activities,8,Regulatory,Policy Administration | Claims Management | Underwriting and Rating | CRM,knowledge/research/workflow-library/workflows/regulatory-and-reinsurance-reporting.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Regulatory and Reinsurance Reporting,"Risk, Compliance, and Reporting",Risk Underwriting and Claims Administration,Insurance carriers and related activities,8,Regulatory,Policy Administration | Claims Management | Underwriting and Rating | CRM,knowledge/research/workflow-library/workflows/regulatory-and-reinsurance-reporting.md
SF-07,Compliance and Evidence Burden,Primary,26.0,Reliability and Security Operations,"Risk, Compliance, and Reporting",Digital Platform and Subscription Operations,"Data processing, internet publishing, and other information services",17,Regulatory,Cloud Infrastructure and IT Operations | CRM | Service Management | Billing and Subscription Management,knowledge/research/workflow-library/workflows/reliability-and-security-operations.md
SF-03,Decision Context Escapes the Record,Secondary,12.0,Reliability and Security Operations,"Risk, Compliance, and Reporting",Digital Platform and Subscription Operations,"Data processing, internet publishing, and other information services",17,Regulatory,Cloud Infrastructure and IT Operations | CRM | Service Management | Billing and Subscription Management,knowledge/research/workflow-library/workflows/reliability-and-security-operations.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Reliability and Security Operations,"Risk, Compliance, and Reporting",Digital Platform and Subscription Operations,"Data processing, internet publishing, and other information services",17,Regulatory,Cloud Infrastructure and IT Operations | CRM | Service Management | Billing and Subscription Management,knowledge/research/workflow-library/workflows/reliability-and-security-operations.md
SF-03,Decision Context Escapes the Record,Primary,16.0,Renewal and Account Expansion,Customer and Experience Operations,Professional Services and Matter Management,Computer systems design and related services,20,Behavioral,CRM | HCM / Workforce Management | Professional Services Automation | Service Management,knowledge/research/workflow-library/workflows/renewal-and-account-expansion.md
SF-04,Human Judgment Under Incomplete Information,Secondary,12.5,Renewal and Account Expansion,Customer and Experience Operations,Professional Services and Matter Management,Computer systems design and related services,20,Behavioral,CRM | HCM / Workforce Management | Professional Services Automation | Service Management,knowledge/research/workflow-library/workflows/renewal-and-account-expansion.md
SF-01,Exception-Path Breakdown,Primary,7.0,Reservation and Contract Management,"Access, Intake, and Contracting",Asset Utilization and Lease Management,Rental and leasing services and lessors of intangible assets,23,Technical,Rental Operations Management | Maintenance Management | ERP,knowledge/research/workflow-library/workflows/reservation-and-contract-management.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Reservation and Contract Management,"Access, Intake, and Contracting",Asset Utilization and Lease Management,Rental and leasing services and lessors of intangible assets,23,Technical,Rental Operations Management | Maintenance Management | ERP,knowledge/research/workflow-library/workflows/reservation-and-contract-management.md
SF-01,Exception-Path Breakdown,Primary,7.0,Reservation and Distribution Management,"Access, Intake, and Contracting","Venue, Hospitality, and Attendance Operations",Accommodation,36,Technical,Property Management System | Reservation and Distribution System | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/reservation-and-distribution-management.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Reservation and Distribution Management,"Access, Intake, and Contracting","Venue, Hospitality, and Attendance Operations",Accommodation,36,Technical,Property Management System | Reservation and Distribution System | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/reservation-and-distribution-management.md
SF-04,Human Judgment Under Incomplete Information,Primary,11.0,Returns and Markdown Management,Customer and Experience Operations,Retail and Service Commerce,General merchandise stores,43,Technical,Commerce Platform | ERP | Order Management System | Warehouse Management System | Supply Chain Planning,knowledge/research/workflow-library/workflows/returns-and-markdown-management.md
SF-04,Human Judgment Under Incomplete Information,Primary,8.5,Revenue Management,Planning and Allocation,Transportation Network Operations,Air transportation,42,Technical,Airline Operations and Reservations | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/revenue-management.md
SF-06,Plan vs. Reality Divergence,Secondary,8.5,Revenue Management,Planning and Allocation,Transportation Network Operations,Air transportation,42,Technical,Airline Operations and Reservations | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/revenue-management.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Revenue Management,Planning and Allocation,Transportation Network Operations,Air transportation,42,Technical,Airline Operations and Reservations | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/revenue-management.md
SF-04,Human Judgment Under Incomplete Information,Primary,8.5,Revenue Management,Planning and Allocation,"Venue, Hospitality, and Attendance Operations",Accommodation,36,Technical,Property Management System | Reservation and Distribution System | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/revenue-management.md
SF-06,Plan vs. Reality Divergence,Secondary,8.5,Revenue Management,Planning and Allocation,"Venue, Hospitality, and Attendance Operations",Accommodation,36,Technical,Property Management System | Reservation and Distribution System | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/revenue-management.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Revenue Management,Planning and Allocation,"Venue, Hospitality, and Attendance Operations",Accommodation,36,Technical,Property Management System | Reservation and Distribution System | Revenue Management Platform | ERP,knowledge/research/workflow-library/workflows/revenue-management.md
SF-07,Compliance and Evidence Burden,Primary,21.0,Revenue and Regulatory Reporting,Finance and Revenue Operations,Field Production and Resource Extraction,Oil and gas extraction,32,Regulatory,Upstream Energy Management | Production Accounting and Regulatory | Geoscience and Reservoir Management | ERP,knowledge/research/workflow-library/workflows/revenue-and-regulatory-reporting.md
SF-03,Decision Context Escapes the Record,Secondary,13.0,Revenue and Regulatory Reporting,Finance and Revenue Operations,Field Production and Resource Extraction,Oil and gas extraction,32,Regulatory,Upstream Energy Management | Production Accounting and Regulatory | Geoscience and Reservoir Management | ERP,knowledge/research/workflow-library/workflows/revenue-and-regulatory-reporting.md
SF-02,Cross-System Reconciliation,Secondary,10.0,Revenue and Regulatory Reporting,Finance and Revenue Operations,Field Production and Resource Extraction,Oil and gas extraction,32,Regulatory,Upstream Energy Management | Production Accounting and Regulatory | Geoscience and Reservoir Management | ERP,knowledge/research/workflow-library/workflows/revenue-and-regulatory-reporting.md
SF-03,Decision Context Escapes the Record,Primary,11.5,Rights and Contract Management,"Product, Content, and Engineering","IP, Subscription, and Rights Management",Motion picture and sound recording industries,49,Legacy Architecture,Rights and Royalty Management | Production Management | CRM | ERP,knowledge/research/workflow-library/workflows/rights-and-contract-management.md
SF-05,Handoff and Approval Latency,Secondary,7.0,Rights and Contract Management,"Product, Content, and Engineering","IP, Subscription, and Rights Management",Motion picture and sound recording industries,49,Legacy Architecture,Rights and Royalty Management | Production Management | CRM | ERP,knowledge/research/workflow-library/workflows/rights-and-contract-management.md
SF-07,Compliance and Evidence Burden,Primary,26.0,Risk and Compliance Monitoring,"Risk, Compliance, and Reporting","Deposit, Credit, and Payment Intermediation","Federal Reserve banks, credit intermediation, and related activities",9,Regulatory,Core Banking | Loan Origination and Servicing | Payments | Risk and Compliance | CRM,knowledge/research/workflow-library/workflows/risk-and-compliance-monitoring.md
SF-03,Decision Context Escapes the Record,Secondary,12.0,Risk and Compliance Monitoring,"Risk, Compliance, and Reporting","Deposit, Credit, and Payment Intermediation","Federal Reserve banks, credit intermediation, and related activities",9,Regulatory,Core Banking | Loan Origination and Servicing | Payments | Risk and Compliance | CRM,knowledge/research/workflow-library/workflows/risk-and-compliance-monitoring.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Risk and Compliance Monitoring,"Risk, Compliance, and Reporting","Deposit, Credit, and Payment Intermediation","Federal Reserve banks, credit intermediation, and related activities",9,Regulatory,Core Banking | Loan Origination and Servicing | Payments | Risk and Compliance | CRM,knowledge/research/workflow-library/workflows/risk-and-compliance-monitoring.md
SF-07,Compliance and Evidence Burden,Primary,26.0,Risk and Compliance Surveillance,"Risk, Compliance, and Reporting",Capital Markets and Investment Management,"Securities, commodity contracts, and investments",15,Regulatory,Portfolio and Order Management | Trading and Market Data | CRM | Investor Reporting and Performance,knowledge/research/workflow-library/workflows/risk-and-compliance-surveillance.md
SF-03,Decision Context Escapes the Record,Secondary,12.0,Risk and Compliance Surveillance,"Risk, Compliance, and Reporting",Capital Markets and Investment Management,"Securities, commodity contracts, and investments",15,Regulatory,Portfolio and Order Management | Trading and Market Data | CRM | Investor Reporting and Performance,knowledge/research/workflow-library/workflows/risk-and-compliance-surveillance.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Risk and Compliance Surveillance,"Risk, Compliance, and Reporting",Capital Markets and Investment Management,"Securities, commodity contracts, and investments",15,Regulatory,Portfolio and Order Management | Trading and Market Data | CRM | Investor Reporting and Performance,knowledge/research/workflow-library/workflows/risk-and-compliance-surveillance.md
SF-03,Decision Context Escapes the Record,Primary,9.5,Royalty and Participation Accounting,Finance and Revenue Operations,"IP, Subscription, and Rights Management",Motion picture and sound recording industries,49,Legacy Architecture,Rights and Royalty Management | Production Management | CRM | ERP,knowledge/research/workflow-library/workflows/royalty-and-participation-accounting.md
SF-02,Cross-System Reconciliation,Secondary,8.0,Royalty and Participation Accounting,Finance and Revenue Operations,"IP, Subscription, and Rights Management",Motion picture and sound recording industries,49,Legacy Architecture,Rights and Royalty Management | Production Management | CRM | ERP,knowledge/research/workflow-library/workflows/royalty-and-participation-accounting.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Royalty and Participation Accounting,Finance and Revenue Operations,"IP, Subscription, and Rights Management",Motion picture and sound recording industries,49,Legacy Architecture,Rights and Royalty Management | Production Management | CRM | ERP,knowledge/research/workflow-library/workflows/royalty-and-participation-accounting.md
SF-07,Compliance and Evidence Burden,Primary,23.5,Safety and Compliance Management,"Risk, Compliance, and Reporting","Venue, Hospitality, and Attendance Operations","Amusements, gambling, and recreation industries",47,Regulatory,Ticketing and Venue Management | POS and Payments | CRM | Revenue Management Platform,knowledge/research/workflow-library/workflows/safety-and-compliance-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,14.0,Safety and Compliance Management,"Risk, Compliance, and Reporting","Venue, Hospitality, and Attendance Operations","Amusements, gambling, and recreation industries",47,Regulatory,Ticketing and Venue Management | POS and Payments | CRM | Revenue Management Platform,knowledge/research/workflow-library/workflows/safety-and-compliance-management.md
SF-03,Decision Context Escapes the Record,Secondary,10.5,Safety and Compliance Management,"Risk, Compliance, and Reporting","Venue, Hospitality, and Attendance Operations","Amusements, gambling, and recreation industries",47,Regulatory,Ticketing and Venue Management | POS and Payments | CRM | Revenue Management Platform,knowledge/research/workflow-library/workflows/safety-and-compliance-management.md
SF-03,Decision Context Escapes the Record,Primary,7.0,Scheduling and Staffing,Workforce and Labor Operations,Education Delivery and Administration,Educational services,30,Behavioral,Student Information System | Learning Management System | HCM / Workforce Management | ERP,knowledge/research/workflow-library/workflows/scheduling-and-staffing.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Scheduling and Staffing,Workforce and Labor Operations,Education Delivery and Administration,Educational services,30,Behavioral,Student Information System | Learning Management System | HCM / Workforce Management | ERP,knowledge/research/workflow-library/workflows/scheduling-and-staffing.md
SF-03,Decision Context Escapes the Record,Primary,13.0,Service Delivery and Referral Coordination,Clinical and Case Operations,Case Management and Program Administration,Social assistance,38,Regulatory,Case Management System | CRM | Grant and Program Reporting | Referral Management,knowledge/research/workflow-library/workflows/service-delivery-and-referral-coordination.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Service Delivery and Referral Coordination,Clinical and Case Operations,Case Management and Program Administration,Social assistance,38,Regulatory,Case Management System | CRM | Grant and Program Reporting | Referral Management,knowledge/research/workflow-library/workflows/service-delivery-and-referral-coordination.md
SF-07,Compliance and Evidence Burden,Secondary,6.5,Service Delivery and Referral Coordination,Clinical and Case Operations,Case Management and Program Administration,Social assistance,38,Regulatory,Case Management System | CRM | Grant and Program Reporting | Referral Management,knowledge/research/workflow-library/workflows/service-delivery-and-referral-coordination.md
SF-01,Exception-Path Breakdown,Primary,14.0,Service Execution,Delivery and Service Execution,Retail and Service Commerce,Food services and drinking places,10,Legacy Architecture,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/service-execution.md
SF-03,Decision Context Escapes the Record,Secondary,11.0,Service Execution,Delivery and Service Execution,Retail and Service Commerce,Food services and drinking places,10,Legacy Architecture,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/service-execution.md
SF-06,Plan vs. Reality Divergence,Secondary,6.0,Service Execution,Delivery and Service Execution,Retail and Service Commerce,Food services and drinking places,10,Legacy Architecture,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/service-execution.md
SF-03,Decision Context Escapes the Record,Primary,7.0,Service Provisioning and Activation,Network and Transportation Operations,Network Infrastructure Operations,Broadcasting and telecommunications,18,Legacy Architecture,Network OSS/BSS | Billing and Subscription Management | CRM,knowledge/research/workflow-library/workflows/service-provisioning-and-activation.md
SF-01,Exception-Path Breakdown,Primary,10.0,Service Scheduling and Parts Management,Customer and Experience Operations,Retail and Service Commerce,Motor vehicle and parts dealers,27,Technical,Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management,knowledge/research/workflow-library/workflows/service-scheduling-and-parts-management.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Service Scheduling and Parts Management,Customer and Experience Operations,Retail and Service Commerce,Motor vehicle and parts dealers,27,Technical,Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management,knowledge/research/workflow-library/workflows/service-scheduling-and-parts-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,7.0,Service Scheduling and Parts Management,Customer and Experience Operations,Retail and Service Commerce,Motor vehicle and parts dealers,27,Technical,Dealership Management System | CRM | Loan Origination and Servicing | Maintenance Management,knowledge/research/workflow-library/workflows/service-scheduling-and-parts-management.md
SF-05,Handoff and Approval Latency,Primary,16.0,Service-Level Monitoring,Governance and Portfolio Operations,Workforce Coordination and Service Operations,Administrative and support services,11,Organizational,HCM / Workforce Management | CRM | Service Management | ERP,knowledge/research/workflow-library/workflows/service-level-monitoring.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Service-Level Monitoring,Governance and Portfolio Operations,Workforce Coordination and Service Operations,Administrative and support services,11,Organizational,HCM / Workforce Management | CRM | Service Management | ERP,knowledge/research/workflow-library/workflows/service-level-monitoring.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Service-Level Monitoring,Governance and Portfolio Operations,Workforce Coordination and Service Operations,Administrative and support services,11,Organizational,HCM / Workforce Management | CRM | Service Management | ERP,knowledge/research/workflow-library/workflows/service-level-monitoring.md
SF-05,Handoff and Approval Latency,Primary,16.0,Shared Service Operations,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/shared-service-operations.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Shared Service Operations,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/shared-service-operations.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Shared Service Operations,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/shared-service-operations.md
SF-02,Cross-System Reconciliation,Primary,23.5,Shipping and Invoice Reconciliation,Finance and Revenue Operations,Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Legacy Architecture,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/shipping-and-invoice-reconciliation.md
SF-01,Exception-Path Breakdown,Secondary,16.0,Shipping and Invoice Reconciliation,Finance and Revenue Operations,Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Legacy Architecture,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/shipping-and-invoice-reconciliation.md
SF-03,Decision Context Escapes the Record,Secondary,14.0,Shipping and Invoice Reconciliation,Finance and Revenue Operations,Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Legacy Architecture,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/shipping-and-invoice-reconciliation.md
SF-06,Plan vs. Reality Divergence,Primary,16.5,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,10.0,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-06,Plan vs. Reality Divergence,Primary,16.5,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Legacy Architecture,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,10.0,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Legacy Architecture,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Legacy Architecture,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
SF-06,Plan vs. Reality Divergence,Primary,16.5,Shop Floor Execution and Quality Management,Production and Asset Operations,Product Manufacturing and Lifecycle Operations,"Motor vehicles, bodies and trailers, and parts",21,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/shop-floor-execution-and-quality-management.md
